,est_diameter_max,relative_velocity,miss_distance,absolute_magnitude,hazardous
5215,0.1492931834,77308.4721990931,69342276.84562992,23.0,0
5216,0.1241766613,26600.198527435,57928877.05780364,23.4,0
5218,0.0651688382,58235.4694388336,15345404.546871567,24.8,0
5219,0.1794898848,25047.7620118258,39396204.91899191,22.6,0
5220,0.5521282628,41518.8511821824,74627516.7846818,20.16,0
5221,0.4808836139,157827.4541830001,68592298.24787316,20.46,1
5222,0.0181986838,33073.0416674081,45452277.60831557,27.57,0
5223,0.02208208,34940.4460602946,26680906.03102717,27.15,0
5224,3.7673847787,84221.3276929523,66775294.02292936,15.99,0
5225,1.729975604,96248.3282332276,36937214.105882704,17.68,0
5227,0.4305662442,32681.7370803404,55271707.8875917,20.7,0
5228,0.1425738833,36762.1400862504,16171470.042490084,23.1,0
5231,0.411187571,19341.4937979862,36060249.05698072,20.8,0
5233,0.4721064988,19281.8833890236,40019341.95114052,20.5,0
5234,0.9419763057,53773.5788910958,44427583.16680988,19.0,1
5235,0.0375007522,54016.4210293292,18947728.72140528,26.0,0
5236,0.2259643771,70306.2922458384,72425530.41485947,22.1,0
5238,0.0045085821,60411.9217144504,5735566.92721939,30.6,0
5239,0.0259441818,31387.9159954378,23948937.297504183,26.8,0
5240,0.0173796081,52319.7440835059,4549543.689300631,27.67,0
5241,0.9419763057,70124.2196522026,69914697.41732813,19.0,0
5242,0.8995803882,133717.4702602355,59714875.40381443,19.1,0
5243,0.6824015094,63480.5579901402,56304133.51709941,19.7,1
5245,0.0215794305,71984.259780129,48763051.76558818,27.2,0
5246,0.2157943048,48173.5058213102,6477719.342326665,22.2,0
5247,0.0297879063,80000.9840093551,66067419.386649214,26.5,0
5248,0.0149293183,40962.1283893631,14698674.464564836,28.0,0
5249,1.2247289359,77053.980406154,65231819.70462008,18.43,0
5251,1.4455728362,45075.9096628636,72796946.11233939,18.07,0
5252,0.0622357573,48578.2935015845,17678299.913749255,24.9,0
5253,0.1636967205,45032.2288507238,42430552.580872126,22.8,0
5254,0.0820427065,72542.6856989536,16789182.281877816,24.3,0
5257,0.7482383761,1045.7849247793,46901147.280821934,19.5,0
5259,0.1132504611,14803.3907937445,25190088.62209984,23.6,0
5260,0.2844722965,43452.0500654027,69815388.84602052,21.6,0
5261,0.0358129403,81190.4198562929,71426412.10783641,26.1,0
5265,0.2910985075,21030.9230552053,14340512.55493522,21.55,0
5266,0.7145621017,32771.1054203278,33832114.81953619,19.6,0
5267,1.3615700154,95375.3658008825,31056613.719194457,18.2,0
5269,0.4943561926,118988.9672739991,47456813.848506525,20.4,1
5271,0.130028927,28169.5172766628,53687745.56399754,23.3,0
5272,0.0297879063,45086.498560516,34113017.74695237,26.5,0
5273,0.130028927,52502.9628741296,59029225.28141787,23.3,0
5274,0.0326617897,28252.9967476528,72779029.07464524,26.3,0
5277,0.1361570015,69333.697616143,37964544.50673716,23.2,0
5280,0.6252302454,32771.1052932581,33832114.87937533,19.89,0
5282,0.1425738833,63726.1220819196,50482937.45724222,23.1,0
5283,0.3266178974,94473.9737554486,63741189.20327152,21.3,0
5286,0.0411187571,13574.0230959355,33863452.11759039,25.8,0
5289,0.0171411509,15556.6546297245,5178175.630731781,27.7,0
5290,0.0134908707,42897.1258193666,31290029.51050059,28.22,0
5291,0.1492931834,12723.3737040891,24085350.673387256,23.0,0
5292,0.0783501764,17102.8105649694,4651509.477814335,24.4,0
5293,0.2844722965,33869.0672024144,42013145.95037896,21.6,1
5294,0.1968067451,106531.9935112418,20658596.02514467,22.4,0
5296,0.4305662442,39325.783623026,31149787.01257721,20.7,0
5298,0.0259441818,63755.3939835096,34299003.144620545,26.8,0
5299,0.0820427065,8144.6950406359,24612843.26477773,24.3,0
5300,0.1185877909,91484.0714821277,67638724.74309544,23.5,0
5301,0.0748238376,57053.0795754002,55480781.84652099,24.5,0
5302,0.1714115092,16992.7786504568,25902891.40117224,22.7,0
5303,2.118556149,74082.6415445915,25286079.83072063,17.24,0
5305,0.2366137501,43835.4308775388,49546988.49640324,22.0,0
5307,1.1804292945,93381.6429527688,56191022.16367816,18.51,0
5311,0.1794898848,10825.789182982,47454690.93505294,22.6,0
5313,0.411187571,98060.8337049269,74498691.55131745,20.8,0
5314,0.0986370281,59438.7418715046,18138352.079928007,23.9,0
5317,0.2535362011,15270.5291897615,38365881.06475876,21.85,0
5318,0.5943468684,44273.3131302271,32593488.692026343,20.0,1
5319,0.1253256538,29568.1162927697,74616585.96751665,23.38,0
5320,0.130028927,50353.5642688357,30498505.65443232,23.3,0
5322,0.0517654482,34484.0396371732,49112415.734724365,25.3,0
5323,0.0651688382,73194.8799578663,30504503.033040617,24.8,0
5324,0.0215794305,65519.1082354072,70010315.33438392,27.2,0
5326,1.30028927,35665.3785503376,66178926.51235174,18.3,0
5327,0.3266178974,21483.4756188391,16961510.201843485,21.3,0
5328,0.5675968529,90954.6265417662,12273165.360177344,20.1,1
5329,0.2157943048,94931.0094662392,74101316.46457174,22.2,0
5330,0.0326617897,96149.1159589151,56203820.17169794,26.3,0
5331,0.0682401509,45425.5833340382,56707812.91240329,24.7,0
5333,0.0820427065,30355.6249724727,25495689.290185377,24.3,0
5334,0.2060819612,36842.0809694198,23918108.93140372,22.3,0
5335,0.0748238376,54158.2022146504,51063732.99641623,24.5,0
5336,0.0567596853,33616.4648314884,42081271.60863421,25.1,0
5337,0.0682401509,9993.6897917358,43513646.11136162,24.7,0
5338,0.3926810818,33467.7109446943,72946256.09619837,20.9,1
5339,0.0122472894,16296.7236637024,53627775.60762001,28.43,0
5340,0.0517654482,63129.4315820564,65678855.30029099,25.3,0
5341,0.0171411509,56231.8395678605,69063510.34035498,27.7,0
5342,1.30028927,71950.322593012,60376553.91864283,18.3,0
5343,0.8054525833,60196.4793973159,32787773.495286163,19.34,1
5344,0.3597824532,53034.3027230069,25427476.0872566,21.09,1
5345,0.1241766613,45979.9730404895,39682067.22523562,23.4,0
5346,0.1714115092,51555.7667381587,22730178.724556707,22.7,0
5348,0.0682401509,40391.8376555034,18409343.220949903,24.7,0
5349,0.1714115092,87036.4502803271,59121413.7869822,22.7,0
5350,0.0284472297,39740.3726074913,52030696.647502765,26.6,0
5351,0.0118587791,26234.4730377376,3561076.675822638,28.5,0
5352,0.0941976306,31010.1766424247,60825552.55252367,24.0,0
5353,0.580817882,58074.0739063189,55583372.58013663,20.05,0
5355,0.9863702813,91439.3704562179,33371565.64435393,18.9,0
5356,0.0284472297,26840.093741092,64591514.46187539,26.6,0
5357,0.3926810818,28337.8779427232,36734267.03243777,20.9,1
5359,0.1032856481,53615.8956247585,38780280.19463324,23.8,0
5360,0.0682401509,28746.0143878157,32648400.86409747,24.7,0
5361,0.5176544822,54704.3104698959,39847550.71353347,20.3,1
5362,0.0078350176,83026.0116360875,62467630.29762053,29.4,0
5363,0.0776318577,31242.6359235698,31407425.481556725,24.42,0
5364,1.54184238,69813.962157694,26486692.72058944,17.93,0
5365,3.4043952726,96357.9474191617,31700495.30845852,16.21,1
5366,0.9863702813,44341.0150765691,53566703.788131,18.9,0
5367,0.9863702813,69706.0979997361,58576012.116504245,18.9,0
5368,0.0567596853,21369.3553590325,63109307.50243099,25.1,0
5369,0.2355266087,72057.0187902092,54574991.906032726,22.01,0
5371,0.2594418179,35401.2721531328,70171911.80626577,21.8,0
5373,0.5176544822,67725.4852067105,58532502.08464752,20.3,1
5374,0.1492931834,35107.3432562129,15662829.999073816,23.0,0
5375,0.0809170384,57490.6064997773,24482079.018621385,24.33,0
5376,0.8590926012,43651.6787552465,30768616.38206969,19.2,0
5378,0.130028927,27537.7553709517,14182363.790364316,23.3,0
5381,0.0206081961,45639.2220340554,47911409.20798024,27.3,0
5382,0.1636967205,45850.0331357921,36030522.0154394,22.8,0
5383,3.1771665298,48518.8317401594,57611014.36094696,16.36,0
5384,0.303417048,56545.0822329437,6168069.688211278,21.46,1
5385,0.358129403,20089.6712435306,44960336.23266082,21.1,0
5386,0.1132504611,39606.4894587469,36920496.4391917,23.6,0
5387,0.0078350176,27229.4647351587,60151715.979443766,29.4,0
5389,0.2157943048,57841.0316495759,47682958.2259043,22.2,0
5390,0.459240286,67009.2986152879,68975784.63844849,20.56,0
5391,0.1180429295,33494.3528135788,10132914.111839823,23.51,0
5393,0.5176544822,68191.2596601227,63854508.36309399,20.3,0
5395,0.0472106499,34371.2967320961,70425841.20549566,25.5,0
5397,0.0411187571,78958.3514919736,66352350.311514094,25.8,0
5403,0.130028927,86496.2065691561,72374000.71046819,23.3,0
5404,2.3229506246,57434.7942219308,9516558.515695976,17.04,1
5405,0.6223575734,39324.5589749116,56157200.79299261,19.9,0
5406,0.0375007522,43112.5687459537,58186013.02753782,26.0,0
5407,0.1081533507,25134.2197873157,26894973.671575584,23.7,0
5409,0.7551617405,20708.9821977231,55098181.673727535,19.48,0
5410,0.0156329154,66813.756026756,51078959.89041312,27.9,0
5411,0.1636967205,70448.1776202917,22286528.438925177,22.8,0
5413,0.0157050737,23646.2091834591,38532193.93860768,27.89,0
5416,0.7145621017,75602.2954207352,59539171.19456095,19.6,0
5417,0.0179489885,85696.7089095734,16852499.84963148,27.6,0
5418,0.0941976306,40023.8413793255,39616095.77630836,24.0,0
5419,0.0326617897,49665.5959645379,60545614.23217324,26.3,0
5422,0.3266178974,38900.107709753,12696771.042167362,21.3,1
5423,0.0297879063,29235.5179427905,2407511.463360974,26.5,0
5424,0.358129403,15792.8916442896,43774411.32542201,21.1,0
5425,0.0622357573,40790.4311541794,4725635.59639401,24.9,0
5426,0.3926810818,48541.1315833418,51507628.71231328,20.9,0
5427,0.1241766613,27295.4372854031,52864820.89061946,23.4,0
5429,0.4305662442,127727.8712019022,29053096.27041777,20.7,1
5430,0.1879489824,30436.4505133112,66289829.89097051,22.5,0
5431,0.0247765013,41154.375231472,39083704.73730282,26.9,0
5433,0.0517654482,31974.5965506999,31258617.338712454,25.3,0
5438,0.1729975604,54186.5718473141,16037246.046394244,22.68,0
5440,1.8282685088,68778.5594223827,12509854.532396523,17.56,1
5442,1.1858779086,31178.7996122786,54754544.80472792,18.5,0
5447,0.358129403,74347.4252015636,54049595.67447392,21.1,1
5448,0.0887237683,76922.8660031202,71629412.73731881,24.13,0
5449,0.1419188158,61436.0420703544,58887289.61984204,23.11,0
5450,0.0107656431,66052.2402824105,70473682.2004074,28.71,0
5451,0.6281161771,116607.8175837167,71755344.19436523,19.88,0
5454,0.1968067451,47552.6263038696,15280533.943790285,22.4,0
5456,0.1563291544,29864.6985802051,41566627.4397457,22.9,0
5457,0.411187571,60503.8224725482,73703676.9785506,20.8,0
5458,0.1714115092,67672.4957402738,35374691.11679165,22.7,0
5459,0.4149922428,63689.8704798427,38694820.24222662,20.78,1
5463,0.2978790628,127659.6758524709,65392873.12127405,21.5,0
5464,0.7145621017,87517.406085485,67403100.0793996,19.6,0
5465,0.5420507863,65977.4945011572,51517526.01763376,20.2,1
5466,0.0155610887,71511.3037233436,54152787.46241164,27.91,0
5468,0.3564839479,66417.5139840292,66781776.20335497,21.11,0
5469,0.2366137501,84085.0568406014,66293711.65650127,22.0,0
5470,0.1361570015,34703.192169211,30362026.94915941,23.2,0
5471,0.2594418179,91396.6538021946,65596565.80546286,21.8,0
5472,0.3420109247,18493.8569472019,53537689.25132493,21.2,0
5473,0.0267941497,24281.2659127648,73065604.57377438,26.73,0
5475,0.7379721607,17193.4056661389,51229002.23064467,19.53,0
5476,1.0915408131,50116.5528521159,21866930.857867137,18.68,0
5479,0.1185877909,9765.741206184,32649587.48936209,23.5,0
5482,0.3266178974,114311.3576063641,53125371.626213625,21.3,0
5484,0.2157943048,64455.3946397725,74243309.10797626,22.2,0
5486,0.0089958039,12992.2831576299,2600985.476084967,29.1,0
5487,0.2716689341,63310.3327277302,71928859.38286638,21.7,0
5488,0.0113250461,19012.6584758951,52137674.039460406,28.6,0
5489,0.0284472297,71098.1659560532,71664314.26446491,26.6,0
5490,2.0325441072,37383.7285745831,29223317.58309767,17.33,0
5492,0.0430566244,23342.3605005141,44752734.52620935,25.7,0
5493,0.1132504611,55833.3784953878,64528459.16910741,23.6,0
5494,0.0517654482,82907.919796189,65706151.12212842,25.3,0
5497,0.0319183166,28287.9017375228,64344846.588134654,26.35,0
5498,0.8872376825,67007.2709511936,61846248.58703936,19.13,0
5499,0.2157943048,8774.9705372899,29839700.25645599,22.2,0
5503,0.8995803882,91722.3993037656,6901200.528969268,19.1,1
5504,2.523713081,25772.438749751,64896859.75143705,16.86,0
5505,0.2157943048,75664.5691472492,4215202.308350264,22.2,0
5506,0.4305662442,17531.6728548479,35147020.79624052,20.7,0
5507,0.2844722965,139267.7732204788,60479826.92326417,21.6,1
5508,0.3926810818,58254.3247118612,36218756.75172112,20.9,0
5510,0.3133574171,65377.2603081352,71194448.44809458,21.39,0
5511,0.0494356193,31862.2828737944,29567366.564309567,25.4,0
5512,0.008590926,31109.5170399214,45302129.0685561,29.2,0
5515,2.6794149658,45832.7558121462,47914429.14018193,16.73,0
5516,0.580817882,48881.7125094852,19889585.0328544,20.05,1
5517,0.6516883822,72678.4917494486,64811992.84986648,19.8,1
5518,0.0358129403,25363.6060536549,1744367.891712304,26.1,0
5519,0.1563291544,49812.6258216072,11293663.55257122,22.9,0
5521,0.2594418179,81208.1643177175,46687847.24190429,21.8,0
5523,0.1995445996,39942.8560438355,54622663.675833926,22.37,0
5525,0.0049893041,38728.2291338768,4734350.614788091,30.38,0
5526,1.4589485569,34510.4526785185,62086811.71578048,18.05,0
5527,0.1563291544,19744.335761037,7090248.314714636,22.9,0
5528,0.0783501764,23312.8338727901,64830934.25897545,24.4,0
5529,0.4721064988,40317.2582736143,48718199.04796883,20.5,0
5534,0.1361570015,130332.9183165029,42533950.45483556,23.2,0
5535,0.0201390963,69567.7747387684,74531946.79878356,27.35,0
5536,0.0207988814,65761.913851506,51775033.67823575,27.28,0
5537,0.3664713084,7255.6909146301,48591997.70140513,21.05,0
5538,0.4721064988,30666.6273722953,5014595.790289462,20.5,1
5539,0.0326617897,33520.97132744,2309476.912393639,26.3,0
5540,0.2594418179,11876.5827604166,46664945.25910663,21.8,0
5543,0.0682401509,44155.3590219665,22115109.83465252,24.7,0
5544,0.0411187571,47448.4876221074,39410936.65899888,25.8,0
5547,3.3576852183,60980.1007946728,27976173.33791024,16.24,0
5549,2.2596437711,50550.6041388886,72220015.2396596,17.1,0
5551,0.0567596853,41070.873860091,15897765.240985751,25.1,0
5553,0.4943561926,65988.8484607735,44788886.54195077,20.4,0
5554,0.0411187571,40106.8730205241,37340706.593607806,25.8,0
5555,1.1482593191,58014.9961192512,38462563.26594108,18.57,1
5556,0.4550299458,27160.7003172894,45838985.574061565,20.58,0
5557,0.3750075218,38153.0119616053,21350998.441880915,21.0,0
5558,0.1132504611,55997.7981198502,54794770.84918264,23.6,0
5559,0.6223575734,42072.6016094198,73749200.32846138,19.9,1
5560,0.0156329154,31990.8827493086,7687141.168132337,27.9,0
5563,0.8473054089,41005.9927600654,9474470.2769555,19.23,1
5564,0.8831611957,21057.3584155794,34144999.01895757,19.14,0
5565,0.8995803882,40443.1436506716,27728968.078700904,19.1,0
5566,0.2729229009,16723.6924614924,36355702.50154416,21.69,0
5567,0.7835017643,57486.8777909382,27141540.940748733,19.4,0
5568,0.4943561926,96310.7874940896,55129226.83706121,20.4,0
5570,0.1794898848,34620.1133604713,47953107.66947042,22.6,0
5571,0.0986370281,52705.8100508177,54744719.755178645,23.9,0
5572,0.8831611957,21057.3582523249,34144999.00399777,19.14,0
5573,2.8056919027,110860.6485898764,73639414.86480553,16.63,0
5574,0.6281161771,105838.2367592576,71505792.62720305,19.88,0
5576,0.5420507863,84921.5587207144,42433727.75078352,20.2,0
5577,0.1106725658,17520.2406686807,21363999.843164746,23.65,0
5582,0.5082062231,43804.1453836428,47839546.62485196,20.34,0
5584,0.0326617897,44500.4679707521,32170010.36270306,26.3,0
5587,0.3119176705,64819.2953841055,41946037.019087374,21.4,0
5588,0.1563291544,45749.4082042853,10838345.201551596,22.9,0
5589,0.0899580388,74530.4744209352,4810706.728976708,24.1,0
5590,0.1081533507,61585.455817651,62346922.15492366,23.7,0
5591,0.0450858206,79856.9288899128,69167388.63291813,25.6,0
5592,0.4898239078,72605.1884076349,34723807.65906139,20.42,1
5593,0.1492931834,70942.5091787987,52604328.85722948,23.0,0
5594,0.1132504611,46167.6123726894,65927852.05383272,23.6,0
5596,0.1132504611,34498.8556745501,23311370.35401112,23.6,0
5602,0.2454934893,20146.3527617846,7597245.519201926,21.92,0
5604,0.0342010925,39834.5584247899,10201803.9608944,26.2,0
5605,0.1032856481,71619.3610306153,68844728.43708904,23.8,0
5606,0.1968067451,88012.311485675,55037466.92939442,22.4,0
5607,0.0748238376,9796.0314567727,29357682.410628326,24.5,0
5610,0.1563291544,104234.5114391448,69518691.31565058,22.9,0
5611,0.0450858206,39454.7632660627,42457928.76668533,25.6,0
5612,0.0820427065,60610.9076426981,50821304.11296004,24.3,0
5613,0.0986370281,58857.3479223835,14247034.425972773,23.9,0
5614,0.0748238376,38522.3128610278,69136844.17365535,24.5,0
5617,0.2489086439,57466.8643968529,10161740.783640752,21.89,1
5618,0.5598091321,80957.4229306256,72559277.37326746,20.13,0
5619,0.3266178974,27261.7961035302,58342031.653078005,21.3,0
5620,0.0259441818,23577.4244902065,61053706.89698318,26.8,0
5621,0.2489086439,57466.864427742,10161740.75372118,21.89,1
5622,1.729975604,69559.8315160694,30218911.33438396,17.68,1
5623,0.3119176705,15711.3637117556,45458873.88703663,21.4,0
5626,0.2594418179,31519.2647879019,37697578.68536208,21.8,1
5627,0.0103285648,37894.5181384088,19051087.93927909,28.8,0
5628,0.0349977383,16774.5705217249,39715836.16186773,26.15,0
5630,0.0972836774,57145.609307119,49125003.82701297,23.93,0
5632,0.3981438198,31228.8555046467,38024531.8164676,20.87,0
5633,0.2844722965,41729.3508746207,23809560.537414275,21.6,0
5634,0.3388753497,23152.8980937815,25171988.10261812,21.22,0
5635,0.3119176705,52321.0982668412,36054569.0801732,21.4,0
5636,0.0284472297,25199.7860856023,24225455.30191365,26.6,0
5637,0.3266178974,41642.0561629991,70708196.11487828,21.3,1
5639,0.2978790628,98058.3358378777,69038735.01823024,21.5,0
5644,0.0941976306,36512.6734011575,5027305.879641041,24.0,0
5645,0.2992540101,79178.1445878109,38452178.43612206,21.49,0
5646,0.0517654482,62218.123002432,68469229.52558663,25.3,0
5648,0.3090579921,79178.1445411056,38452178.58571993,21.42,0
5651,0.1968067451,41077.9044427262,6061126.838401822,22.4,0
5652,0.0259441818,8165.9419809802,6991726.284128119,26.8,0
5653,0.0517654482,45439.2895806731,7063226.197140157,25.3,0
5654,0.2716689341,39521.1201955538,55235569.2907792,21.7,0
5655,0.1361570015,89356.3088287669,59038462.112142295,23.2,0
5657,2.1879630266,110884.2787661083,52218445.13086783,17.17,0
5658,0.5943468684,74596.262645515,21149634.21861909,20.0,0
5659,0.6223575734,27781.6265950828,34016895.38587896,19.9,0
5660,0.2844722965,117214.4092967485,73531410.30395292,21.6,1
5661,0.0941976306,67699.5799269316,45527582.57307063,24.0,0
5662,0.0941976306,40164.8478575962,44339152.06606697,24.0,0
5663,0.602615057,107950.6572859739,61979872.605917774,19.97,0
5664,0.1122121746,59566.3448110013,45930356.886301234,23.62,0
5665,0.0472106499,24951.1555890403,62879844.46084493,25.5,0
5666,0.8551454293,35741.6036554454,22521575.23596877,19.21,0
5667,0.8166575449,14119.9450509511,17704891.144578774,19.31,0
5668,0.130028927,19422.6644594328,50730512.35782854,23.3,0
5669,1.5632915441,126155.3609057936,42234545.9210884,17.9,0
5670,0.3119176705,58660.8523639916,64942877.50734839,21.4,0
5673,0.2157943048,67242.1600574125,51282537.96767372,22.2,0
5675,0.0171411509,31857.8234246312,44118968.595316805,27.7,0
5676,1.1221217459,120438.4091263286,65782652.94464242,18.62,0
5677,0.0711278987,68541.1710610986,48780725.55714572,24.61,0
5678,1.2303820278,87344.6054685109,32417367.23935364,18.42,0
5679,1.028110936,51378.7642937341,32543615.155734263,18.81,0
5680,0.0682401509,19523.8770639557,6871528.150489656,24.7,0
5682,0.1185877909,35138.9234571732,34429271.877752095,23.5,0
5683,0.0682401509,76128.2529037358,52533804.24753091,24.7,0
5684,0.0342010925,46010.5324000229,33995388.07410373,26.2,0
5685,0.0342010925,53165.7947433668,55420220.58960249,26.2,0
5687,0.5572370428,43483.6068478538,13156122.910797074,20.14,0
5688,0.7835017643,49408.6304928848,47835697.6511743,19.4,0
5689,0.2259643771,24658.905369154,12040408.517568989,22.1,0
5690,0.358129403,65584.3986741445,35984073.3727831,21.1,1
5692,0.1714115092,26187.9781300127,50017898.0122332,22.7,0
5693,0.0387293295,64395.0730194358,60800973.84687947,25.93,0
5694,0.2535362011,92757.6126908053,33568025.600643545,21.85,0
5695,1.1642331974,39245.8383119236,37570359.22057452,18.54,0
5697,0.0622357573,34154.6208054478,3752314.335028214,24.9,0
5698,0.0396314515,45409.6413157291,58133611.04788616,25.88,0
5701,0.0899580388,40775.1395539338,18153966.088333093,24.1,0
5704,0.069189466,24588.2920577151,5922462.448409068,24.67,0
5706,0.5176544822,52074.2511163188,13540687.49810086,20.3,1
5707,0.2477650126,21123.2375528546,35172473.15344552,21.9,0
5708,0.0986370281,51445.3032754276,3756291.588879395,23.9,0
5709,0.1879489824,37286.242087504,4419830.338261457,22.5,0
5710,0.3266178974,43717.6544056571,62670633.0364329,21.3,0
5714,0.0986370281,21832.4353931039,53791577.2418644,23.9,0
5715,0.0136157002,44056.351125473,25982893.095774457,28.2,0
5718,0.0359782453,37074.2009980709,42272394.19715817,26.09,0
5719,0.6824015094,55441.7420742842,64581812.86048844,19.7,0
5721,0.0682401509,20213.8813417876,61496973.523917295,24.7,0
5722,0.2512117673,69500.3460481436,37915063.93412999,21.87,1
5723,0.0206081961,18497.0350031797,9713410.403445208,27.3,0
5724,0.3326901775,120555.326731226,74580338.58313309,21.26,0
5726,0.0284472297,16417.3711149473,11118287.246888988,26.6,0
5729,0.2716689341,50739.4738175404,63645878.47048199,21.7,0
5732,0.1132504611,20974.153596753,57120876.7915293,23.6,0
5733,0.0542050786,70943.5633331923,74382393.04519543,25.2,0
5736,1.1482593191,22341.3253044542,63888590.43798758,18.57,0
5737,0.9419763057,104505.5272452408,30136849.781830344,19.0,1
5739,0.3266178974,44725.6555197761,17611819.308471456,21.3,1
5740,0.8204270649,87076.5082368376,74470751.1122582,19.3,0
5741,0.7482383761,69876.962750052,16236356.278548785,19.5,0
5742,0.2716689341,98344.6551623686,74619314.9019416,21.7,0
5745,0.0920534307,25558.4369418278,69747306.81050415,24.05,0
5748,0.5943468684,49786.8599841008,45366714.02946441,20.0,0
5749,0.0912094798,64304.3716789594,70432608.47458212,24.07,0
5750,0.1636967205,61263.1864232359,3239813.619380855,22.8,0
5751,0.1032856481,20338.0738013852,73050087.6693467,23.8,0
5753,0.4149922428,15611.6986425567,61430134.36246469,20.78,0
5754,2.1283349598,41881.3606313906,61877577.70209007,17.23,0
5755,3.1048453901,87871.756438075,74460451.34378804,16.41,1
5757,0.1520687509,96678.7150280573,7628496.918159175,22.96,0
5758,0.1794898848,72441.9400889549,46194735.801469125,22.6,0
5760,0.0142573883,25316.1537649012,54785794.109314986,28.1,0
5765,0.015489592,62816.2338589279,18618413.73912819,27.92,0
5768,0.411187571,92304.2911004539,35430277.765819445,20.8,0
5769,0.7692012455,56856.6266202349,72266871.91050634,19.44,0
5770,0.0358129403,37630.8855097837,73805472.76404484,26.1,0
5771,0.3266178974,23679.144848944,62156398.48147224,21.3,1
5776,0.0411187571,26628.3932087125,72688893.93448474,25.8,0
5778,0.6730386097,67571.0859409096,64355127.103358924,19.73,0
5779,0.5176544822,44390.1146641726,61198517.93433892,20.3,1
5782,0.0414992243,31934.9901278022,31674649.523815207,25.78,0
5783,0.7145621017,48852.2531712888,36309491.37542605,19.6,1
5785,1.1325046106,65972.8739963117,56811784.77843413,18.6,0
5786,0.3266178974,76043.7853352885,21314490.99656015,21.3,0
5788,0.0407417781,56040.1001314981,56162956.12224725,25.82,0
5792,0.1636967205,23952.9017978902,8280998.516210081,22.8,0
5793,0.2844722965,40156.2434107948,36659671.999334574,21.6,0
5794,0.4305662442,102495.8228007222,14711940.115526233,20.7,0
5796,0.4508582062,36433.8435369042,37209993.83903832,20.6,0
5798,0.1425738833,40978.094317106,21448528.414192524,23.1,0
5799,0.0542050786,33559.156405257,28821263.2694556,25.2,0
5802,1.3805113411,39935.5676594521,50996965.19314761,18.17,0
5804,2.5706324102,47900.6027853865,62816451.2564082,16.82,0
5805,0.0472106499,28828.5802716266,117683.169046958,25.5,0
5807,0.3119176705,73668.0121748316,48785738.4770509,21.4,0
5808,0.1081533507,53920.1735581356,47647371.16651893,23.7,0
5811,0.1492931834,29910.6231369725,69810509.96580684,23.0,0
5812,0.0171411509,32895.9317633057,30783755.58179517,27.7,0
5813,0.5675968529,43490.9192032238,35762908.629764445,20.1,0
5814,0.0171411509,15168.3063375313,2449348.706795163,27.7,0
5817,1.1588840318,77923.5354990792,41078687.866952606,18.55,0
5818,0.8791034386,60780.4302937572,68708504.42218982,19.15,1
5819,1.0328564805,62982.7158479054,73620408.93413521,18.8,0
5827,0.1241766613,39510.7267836704,24644928.77657874,23.4,0
5830,0.6223575734,73091.3314608205,71904948.84114875,19.9,0
5832,0.0859092601,23491.3555532872,4810102.039426381,24.2,0
5836,0.0542050786,72648.1561679532,71894020.04355484,25.2,0
5837,0.2157943048,59213.7531112043,37158980.2921779,22.2,0
5839,0.0783501764,13608.0856464272,15264467.14751207,24.4,0
5844,0.1032856481,31074.8068958028,11964797.69996871,23.8,0
5845,0.0196806745,79294.4913771907,68664898.54297777,27.4,0
5846,0.1086525639,62215.2346525186,68150376.25147395,23.69,0
5848,0.0215794305,24651.1060340036,12244904.587199053,27.2,0
5849,0.0215794305,41382.9088567992,33762445.04198637,27.2,0
5850,0.0225964377,22036.8246312097,25785193.51169487,27.1,0
5851,0.4742856434,31373.4050721505,46915399.27541961,20.49,0
5852,0.0472106499,25953.7015235855,28147342.29325745,25.5,0
5854,0.358129403,41622.0794270888,71324793.8501345,21.1,0
5855,0.0517654482,16453.4336557432,4952825.124350744,25.3,0
5857,1.7141150923,63505.453341254,63080836.39484748,17.7,0
5858,1.4929318344,98872.0411673344,45132363.76010353,18.0,0
5861,0.428587972,111068.0409772624,73705717.58325613,20.71,0
5862,1.0328564805,62223.0935450969,46085021.96527345,18.8,0
5863,0.0311917671,75823.948228959,72104372.55563988,26.4,0
5865,0.5420507863,34159.2092545983,20215808.53026858,20.2,1
5866,0.5675968529,35431.2326635688,34352230.12660569,20.1,1
5868,0.6516883822,71356.0858869467,18916321.755623017,19.8,0
5869,0.2668332702,51108.7254799496,25134440.00963428,21.739,0
5873,1.2135005535,83416.005543123,51604594.64081585,18.45,0
5874,0.1241766613,39455.1927600696,44486770.38225221,23.4,0
5875,0.5200438667,57772.3933850292,49606891.76205032,20.29,0
5877,0.0196806745,5689.7318742067,1710960.458333041,27.4,0
5878,0.580817882,73467.4704372119,39921246.9626337,20.05,0
5879,0.0113250461,81158.9714173775,63523112.3547669,28.6,0
5882,0.0392681082,24832.3062141042,23043633.43041512,25.9,0
5884,0.6516883822,78801.0241608194,10230902.048110869,19.8,0
5887,0.4721064988,55035.6760410116,69010156.79857181,20.5,0
5889,0.1879489824,30348.9340271438,58585003.78623932,22.5,0
5893,0.130028927,46051.4130426511,40858553.43438422,23.3,0
5894,0.310484539,64620.3956675544,65724477.86350914,21.41,0
5896,0.6855513317,51572.5251225192,48965786.67933388,19.69,1
5900,0.4943561926,87393.6874654092,67578042.58117841,20.4,0
